Transaction_ID;Office;Service_Type;Processing_Time;Status;Feedback;Date
3755;El Fayoum Al-Dawahy Office;vehicle inheritance contract;219;Completed;good;02/01/2026
3756;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;13;Completed;excellent staff;23/01/2026
3757;Fayoum University Office;vehicle inheritance contract;228;Completed;not satisfied;13/01/2026
3758;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);10;Pending;average service;30/01/2026
3759;Fayoum University Office;general power of attorney (court cases);13;Pending;bad experience;27/01/2026
3760;El Fayoum Al-Dawahy Office;vehicle inheritance contract;237;Completed;bad experience;31/01/2026
3761;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);12;Pending;satisfied;01/01/2026
3762;Fayoum Model Office;car sale power of attorney;10;Pending;bad experience;07/01/2026
3763;Fayoum University Office;general power of attorney (court cases);11;Completed;no feedback;18/01/2026
3764;Youssef El-Seddik Office;general power of attorney (tax affairs);14;Completed;satisfied;25/01/2026
3765;Fayoum University Office;general power of attorney (tax affairs);10;Completed;average service;06/01/2026
3766;Senores Office;general power of attorney (tax affairs);11;Completed;excellent staff;03/01/2026
3767;Youssef El-Seddik Office;motorcycle sale power of attorney;11;Completed;good;19/01/2026
3768;Itsaa Office;rental contract authentication;17;Completed;good;07/01/2026
3769;Senores Office;general power of attorney (tax affairs);12;Completed;bad experience;17/01/2026
3770;Fayoum University Office;vehicle inheritance contract;192;Pending;very slow process;15/01/2026
3771;Fayoum University Office;rental contract authentication;24;Completed;bad experience;23/01/2026
3772;Fayoum University Office;car sale power of attorney;15;Completed;very slow process;18/01/2026
3773;Al-Breid El-Gon Office;rental contract authentication;16;Pending;good;15/01/2026
3774;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);38.48291949;Completed;good;22/01/2026
3775;Tamiya Office;motorcycle sale power of attorney;15;Completed;good service;11/01/2026
3776;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Completed;average service;05/01/2026
3777;Itsaa Office;rental contract authentication;23;Pending;excellent staff;30/01/2026
3778;Itsaa Office;car sale power of attorney;13;Pending;satisfied;13/01/2026
3779;Itsaa Office;general power of attorney (court cases);12;Completed;excellent staff;09/01/2026
3780;Youssef El-Seddik Office;car sale power of attorney;13;Completed;not satisfied;02/01/2026
3781;Tamiya Office;general comprehensive power of attorney (banks & others);15;Pending;bad experience;01/01/2026
3782;Senores Office;car sale power of attorney;12;Pending;bad experience;31/01/2026
3783;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);14;Completed;good service;03/01/2026
3784;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);11;Completed;no feedback;09/01/2026
3785;Senores Office;vehicle inheritance contract;38.48291949;Pending;no feedback;18/01/2026
3786;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);15;Completed;bad experience;03/01/2026
3787;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);12;Pending;bad experience;23/01/2026
3788;Tamiya Office;vehicle inheritance contract;195;Completed;excellent staff;07/01/2026
3789;Youssef El-Seddik Office;rental contract authentication;28;Completed;not satisfied;01/01/2026
3790;Fayoum University Office;vehicle inheritance contract;219;Completed;good;10/01/2026
3791;Tamiya Office;general power of attorney (tax affairs);11;Completed;good service;03/01/2026
3792;Fayoum Model Office;vehicle inheritance contract;196;Pending;good service;01/01/2026
3793;Tamiya Office;general power of attorney (court cases);10;Pending;not satisfied;15/01/2026
3794;Senores Office;car operation authorization;15;Pending;good service;01/01/2026
3795;Fayoum Model Office;general power of attorney (court cases);13;Pending;satisfied;18/01/2026
3796;Youssef El-Seddik Office;general power of attorney (court cases);12;Pending;satisfied;18/01/2026
3797;El Fayoum Al-Dawahy Office;general power of attorney (court cases);12;Completed;satisfied;19/01/2026
3798;Tamiya Office;motorcycle sale power of attorney;10;Completed;satisfied;16/01/2026
3799;Al-Breid El-Gon Office;car sale power of attorney;14;Pending;excellent staff;18/01/2026
3800;Tamiya Office;car operation authorization;11;Pending;very slow process;14/01/2026
3801;Youssef El-Seddik Office;car sale power of attorney;14;Completed;good;30/01/2026
3802;El Fayoum Al-Dawahy Office;rental contract authentication;19;Completed;no feedback;15/01/2026
3803;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);15;Completed;excellent staff;09/01/2026
3804;Fayoum University Office;rental contract authentication;38.48291949;Completed;excellent staff;28/01/2026
3805;Senores Office;general power of attorney (court cases);10;Completed;good service;06/01/2026
3806;Al-Breid El-Gon Office;rental contract authentication;38.48291949;Pending;very slow process;11/01/2026
3807;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;excellent staff;06/01/2026
3808;Al-Breid El-Gon Office;car sale power of attorney;15;Pending;not satisfied;15/01/2026
3809;Fayoum University Office;motorcycle sale power of attorney;13;Pending;bad experience;02/01/2026
3810;Senores Office;general power of attorney (court cases);38.48291949;Pending;good service;18/01/2026
3811;Al-Breid El-Gon Office;vehicle inheritance contract;233;Completed;bad experience;14/01/2026
3812;El Fayoum Al-Dawahy Office;general power of attorney (court cases);12;Completed;bad experience;05/01/2026
3813;Youssef El-Seddik Office;car sale power of attorney;11;Completed;good service;07/01/2026
3814;Fayoum University Office;general power of attorney (tax affairs);13;Pending;bad experience;04/01/2026
3815;Al-Breid El-Gon Office;car sale power of attorney;12;Completed;good service;25/01/2026
3816;Tamiya Office;motorcycle sale power of attorney;14;Pending;average service;05/01/2026
3817;Fayoum University Office;rental contract authentication;21;Completed;good;12/01/2026
3818;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);10;Completed;average service;26/01/2026
3819;Youssef El-Seddik Office;motorcycle sale power of attorney;14;Completed;very slow process;18/01/2026
3820;Senores Office;motorcycle sale power of attorney;15;Completed;satisfied;31/01/2026
3821;Youssef El-Seddik Office;car operation authorization;11;Completed;average service;26/01/2026
3822;Itsaa Office;general power of attorney (court cases);15;Pending;excellent staff;19/01/2026
3823;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);13;Completed;bad experience;20/01/2026
3824;El Fayoum Al-Dawahy Office;rental contract authentication;26;Pending;no feedback;08/01/2026
3825;Fayoum University Office;motorcycle sale power of attorney;11;Pending;satisfied;07/01/2026
3826;Tamiya Office;general power of attorney (court cases);12;Pending;no feedback;07/01/2026
3827;Fayoum Model Office;car operation authorization;12;Pending;excellent staff;01/01/2026
3828;Fayoum Model Office;rental contract authentication;26;Pending;no feedback;03/01/2026
3829;Fayoum Model Office;vehicle inheritance contract;223;Completed;no feedback;18/01/2026
3830;Itsaa Office;general power of attorney (court cases);10;Completed;not satisfied;06/01/2026
3831;Senores Office;general comprehensive power of attorney (banks & others);12;Pending;satisfied;23/01/2026
3832;El Fayoum Al-Dawahy Office;general power of attorney (court cases);11;Completed;not satisfied;04/01/2026
3833;Youssef El-Seddik Office;general power of attorney (court cases);12;Pending;very slow process;25/01/2026
3834;Tamiya Office;general comprehensive power of attorney (banks & others);10;Pending;no feedback;07/01/2026
3835;Tamiya Office;car sale power of attorney;38.48291949;Pending;good;27/01/2026
3836;Youssef El-Seddik Office;car operation authorization;13;Completed;excellent staff;10/01/2026
3837;El Fayoum Al-Dawahy Office;general power of attorney (court cases);13;Completed;satisfied;07/01/2026
3838;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;not satisfied;14/01/2026
3839;Senores Office;vehicle inheritance contract;203;Pending;good;19/01/2026
3840;Fayoum University Office;vehicle inheritance contract;218;Pending;satisfied;03/01/2026
3841;El Fayoum Al-Dawahy Office;rental contract authentication;16;Completed;satisfied;11/01/2026
3842;Fayoum University Office;general power of attorney (tax affairs);13;Completed;not satisfied;25/01/2026
3843;Senores Office;car sale power of attorney;14;Completed;good service;26/01/2026
3844;Fayoum University Office;car operation authorization;13;Completed;satisfied;08/01/2026
3845;Senores Office;motorcycle sale power of attorney;14;Pending;no feedback;16/01/2026
3846;Al-Breid El-Gon Office;rental contract authentication;22;Completed;bad experience;09/01/2026
3847;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Completed;good;11/01/2026
3848;Youssef El-Seddik Office;general power of attorney (court cases);10;Completed;good;31/01/2026
3849;Senores Office;general power of attorney (court cases);13;Completed;excellent staff;17/01/2026
3850;Youssef El-Seddik Office;vehicle inheritance contract;198;Pending;no feedback;24/01/2026
3851;Fayoum Model Office;general power of attorney (tax affairs);14;Completed;no feedback;02/01/2026
3852;Senores Office;general power of attorney (tax affairs);11;Completed;average service;02/01/2026
3853;Senores Office;car operation authorization;13;Pending;very slow process;10/01/2026
3854;Al-Breid El-Gon Office;rental contract authentication;16;Completed;bad experience;16/01/2026
3855;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);38.48291949;Pending;excellent staff;28/01/2026
3856;Itsaa Office;car operation authorization;12;Completed;very slow process;07/01/2026
3857;Senores Office;car sale power of attorney;12;Completed;excellent staff;29/01/2026
3858;Al-Breid El-Gon Office;motorcycle sale power of attorney;12;Completed;excellent staff;20/01/2026
3859;Senores Office;vehicle inheritance contract;190;Pending;excellent staff;12/01/2026
3860;Itsaa Office;general comprehensive power of attorney (banks & others);10;Completed;not satisfied;29/01/2026
3861;Fayoum University Office;general power of attorney (tax affairs);38.48291949;Pending;good service;27/01/2026
3862;Fayoum University Office;rental contract authentication;20;Pending;very slow process;25/01/2026
3863;El Fayoum Al-Dawahy Office;rental contract authentication;30;Pending;average service;31/01/2026
3864;Al-Breid El-Gon Office;rental contract authentication;19;Pending;average service;01/01/2026
3865;Fayoum University Office;general power of attorney (court cases);38.48291949;Pending;satisfied;08/01/2026
3866;Fayoum Model Office;rental contract authentication;30;Pending;not satisfied;21/01/2026
3867;Fayoum University Office;general power of attorney (tax affairs);13;Completed;satisfied;05/01/2026
3868;Fayoum Model Office;general power of attorney (court cases);13;Completed;good;22/01/2026
3869;Tamiya Office;general power of attorney (court cases);15;Completed;no feedback;14/01/2026
3870;Fayoum Model Office;general power of attorney (tax affairs);10;Pending;bad experience;06/01/2026
3871;Fayoum Model Office;general power of attorney (court cases);13;Pending;good;28/01/2026
3872;Itsaa Office;motorcycle sale power of attorney;10;Completed;average service;22/01/2026
3873;Itsaa Office;car sale power of attorney;14;Pending;no feedback;11/01/2026
3874;Youssef El-Seddik Office;general power of attorney (tax affairs);11;Pending;very slow process;20/01/2026
3875;Fayoum Model Office;general power of attorney (court cases);14;Pending;no feedback;13/01/2026
3876;Senores Office;car sale power of attorney;15;Completed;no feedback;01/01/2026
3877;Youssef El-Seddik Office;rental contract authentication;22;Pending;very slow process;21/01/2026
3878;Al-Breid El-Gon Office;motorcycle sale power of attorney;12;Completed;not satisfied;22/01/2026
